img_id,group_id,annotator_1,annotator_2,annotator_3,annotator_4,annotator_5
PAT_1780_3381_999.png,N,2,2,2,0,1
PAT_1786_3420_346.png,N,1,1,1,1,2
PAT_179_278_331.png,N,1,1,1,1,0
PAT_1818_3570_577.png,N,0,0,0,0,0
PAT_181_281_54.png,N,3,3,3,3,3
PAT_1869_3663_335.png,N,3,2,3,2,3
PAT_191_293_391.png,N,0,0,0,0,0
PAT_1922_3848_451.png,N,1,0,1,1,0
PAT_1942_3918_497.png,N,1,1,1,1,1
PAT_194_298_945.png,N,0,0,0,0,0
PAT_197_301_198.png,N,0,0,0,0,0
PAT_2020_4176_865.png,N,1,0,0,1,1
PAT_2022_4184_111.png,N,2,2,2,2,1
PAT_2034_4269_670.png,N,1,1,0,1,1
PAT_2053_4360_281.png,N,1,1,0,1,1
PAT_2062_4397_39.png,N,0,0,0,0,0
PAT_2106_4590_227.png,N,0,0,0,0,0
PAT_2127_4662_596.png,N,0,0,0,0,0
PAT_237_363_858.png,N,0,0,0,0,0
PAT_257_395_866.png,N,0,0,0,0,0
PAT_259_399_801.png,N,0,0,0,0,0
PAT_263_1480_753.png,N,1,1,1,1,1
PAT_267_1062_418.png,N,0,0,0,0,0
PAT_271_418_14.png,N,1,1,0,1,1
PAT_280_431_466.png,N,0,0,0,0,1
PAT_307_1685_651.png,N,1,0,1,1,0
PAT_311_666_191.png,N,1,1,1,1,1
PAT_320_681_724.png,N,2,2,2,2,2
PAT_325_689_528.png,N,0,0,0,0,1
PAT_328_1738_890.png,N,0,0,0,0,0
PAT_337_706_944.png,N,0,0,0,0,0
PAT_354_1817_500.png,N,2,2,2,1,1
PAT_364_748_278.png,N,0,0,0,0,0
PAT_368_1652_733.png,N,2,2,3,2,2
PAT_385_783_22.png,N,0,0,0,0,0
PAT_38_53_198.png,N,0,0,0,0,0
PAT_40_1026_312.png,N,0,0,0,0,0
PAT_412_817_232.png,N,0,0,0,0,0
PAT_430_848_550.png,N,0,0,0,0,0
PAT_468_905_765.png,N,0,0,0,0,0
PAT_46_879_225.png,N,1,0,1,1,0
PAT_46_879_386.png,N,1,1,1,1,1
PAT_46_880_308.png,N,0,0,0,0,0
PAT_482_2928_201.png,N,1,1,2,1,2
PAT_492_1782_752.png,N,2,2,2,2,2
PAT_495_941_26.png,N,1,1,1,1,1
PAT_514_967_908.png,N,2,2,2,2,2
PAT_529_994_419.png,N,0,0,0,1,1
PAT_564_1079_430.png,N,0,0,0,0,1
PAT_58_91_845.png,N,1,1,1,1,1
PAT_598_1137_888.png,N,1,1,1,1,1
PAT_624_1179_323.png,N,1,0,1,1,1
PAT_636_1204_666.png,N,0,0,0,0,0
PAT_639_3676_760.png,N,1,0,1,1,1
PAT_658_1266_149.png,N,0,0,0,0,0
PAT_677_1350_67.png,N,1,0,1,0,1
PAT_684_1303_178.png,N,1,0,1,1,0
PAT_686_1355_168.png,N,0,0,0,0,0
PAT_690_1309_154.png,N,0,0,0,0,0
PAT_69_1053_332.png,N,1,0,1,1,1
PAT_741_1401_619.png,N,3,3,3,2,3
PAT_742_1470_425.png,N,1,1,1,1,2
PAT_758_1441_891.png,N,2,2,2,2,1
PAT_782_1492_890.png,N,1,2,1,1,1
PAT_797_1511_805.png,N,3,3,2,2,2
PAT_79_120_739.png,N,1,1,1,1,1
PAT_827_1600_1000.png,N,0,0,0,0,0
PAT_858_1631_427.png,N,2,2,2,1,2
PAT_858_1632_977.png,N,0,0,0,0,0
PAT_860_1641_998.png,N,0,0,0,0,0
PAT_861_1639_823.png,N,1,1,1,1,1
PAT_876_1665_386.png,N,0,0,0,0,0
PAT_880_1675_704.png,N,3,3,3,3,2
PAT_891_1700_180.png,N,1,1,1,1,1
PAT_903_1719_943.png,N,1,1,1,1,1
PAT_926_1758_714.png,N,2,2,2,2,2
PAT_942_1792_411.png,N,1,2,1,1,1
PAT_978_1844_599.png,N,0,0,0,0,0
PAT_994_1866_730.png,N,0,0,0,0,0
PAT_995_1867_165.png,N,0,0,0,0,0
